age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_precedente_pct,heures_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_suivi_formation,annee_experience_avant_entreprise,mobilite_interne,evolution_note,utilisation_pee
45,F,4286,Marié(e),Commercial,Cadre Commercial,2,1,1,1,1,4,3,3,14,0,1,26,4,Infra & Cloud,Frequent,0,0,1,4,0,0,1
26,F,2659,Marié(e),Consulting,Consultant,1,3,2,3,4,3,3,3,13,1,0,6,3,Infra & Cloud,Occasionnel,0,2,1,0,1,0,1
37,M,9434,Marié(e),Consulting,Tech Lead,1,10,7,3,3,3,3,3,15,0,0,3,3,Autre,Occasionnel,7,8,1,0,1,0,1
29,F,5561,Marié(e),Commercial,Cadre Commercial,1,6,0,2,3,1,2,3,14,0,0,3,2,Transformation Digitale,Occasionnel,1,2,1,0,1,0,1
35,M,6646,Célibataire,Consulting,Assistant de Direction,1,17,11,2,4,2,3,3,13,0,0,6,4,Infra & Cloud,Occasionnel,11,8,1,0,1,2,0
33,M,7725,Divorcé(e),Consulting,Manager,3,13,11,3,4,3,1,4,23,0,0,6,3,Infra & Cloud,Frequent,4,7,1,2,1,1,1
54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,9,7,3,2,3,4,3,15,0,0,19,4,Transformation Digitale,Occasionnel,7,1,1,7,1,0,1
36,M,8847,Divorcé(e),Consulting,Tech Lead,2,3,2,2,2,3,3,3,11,1,0,9,2,Transformation Digitale,Occasionnel,0,2,1,10,1,1,1
27,M,2045,Célibataire,Consulting,Assistant de Direction,0,4,2,1,4,4,3,3,13,0,0,3,4,Transformation Digitale,Occasionnel,1,1,0,1,1,1,0
20,M,1009,Célibataire,Consulting,Assistant de Direction,1,1,0,4,3,4,3,3,11,1,1,10,1,Transformation Digitale,Occasionnel,1,1,1,0,1,0,0
33,M,3348,Célibataire,Consulting,Assistant de Direction,1,10,8,1,1,1,3,3,11,1,1,3,3,Infra & Cloud,Frequent,9,7,1,0,1,0,0
35,M,1281,Marié(e),Consulting,Consultant,1,1,0,3,3,3,3,3,18,0,0,3,3,Infra & Cloud,Aucun,0,0,1,0,1,1,1
23,M,2819,Marié(e),Consulting,Assistant de Direction,2,3,2,1,1,1,4,3,16,0,0,4,3,Transformation Digitale,Occasionnel,0,2,1,2,1,-1,1
25,M,4851,Marié(e),Commercial,Cadre Commercial,0,3,2,4,2,3,3,4,22,0,0,8,3,Infra & Cloud,Occasionnel,1,2,1,1,1,0,1
38,F,4028,Célibataire,Commercial,Cadre Commercial,0,7,7,4,4,1,3,4,20,0,0,7,4,Marketing,Occasionnel,0,5,1,1,0,2,0
29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,7,2,4,4,3,3,18,0,0,1,4,Infra & Cloud,Frequent,2,8,1,0,1,2,1
48,M,8120,Marié(e),Commercial,Cadre Commercial,3,2,2,2,2,4,3,3,12,0,0,2,1,Marketing,Occasionnel,2,2,1,10,0,-1,0
27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,5,4,4,2,3,4,20,1,0,3,1,Transformation Digitale,Frequent,0,4,1,0,1,0,1
37,M,4680,Célibataire,Consulting,Assistant de Direction,3,1,0,4,4,1,3,3,17,0,0,10,2,Infra & Cloud,Occasionnel,0,0,1,3,1,-1,0
50,M,3221,Marié(e),Consulting,Consultant,1,20,8,4,3,3,3,3,11,1,0,28,1,Transformation Digitale,Occasionnel,3,8,1,0,1,-1,1
34,F,8621,Célibataire,Consulting,Manager,1,8,7,4,2,2,4,3,14,0,0,9,3,Transformation Digitale,Occasionnel,7,7,1,1,1,1,0
24,F,4577,Célibataire,Commercial,Cadre Commercial,9,2,2,1,3,1,3,3,14,0,1,3,2,Infra & Cloud,Occasionnel,2,0,1,2,0,0,0
39,F,4553,Célibataire,Consulting,Manager,1,20,7,4,3,1,3,3,11,0,0,2,4,Entrepreunariat,Occasionnel,11,10,1,0,1,1,0
32,M,5396,Célibataire,Commercial,Cadre Commercial,1,10,7,4,4,4,2,3,12,0,0,10,3,Marketing,Occasionnel,0,8,1,0,1,0,0
50,M,6796,Marié(e),Commercial,Cadre Commercial,3,4,3,2,3,1,3,3,14,1,1,8,2,Entrepreunariat,Frequent,1,3,1,14,1,0,1
38,F,7625,Célibataire,Consulting,Manager,0,9,7,2,4,3,2,3,13,0,0,1,4,Infra & Cloud,Occasionnel,1,8,1,1,1,-1,0
27,F,7412,Marié(e),Consulting,Tech Lead,1,9,7,3,1,4,3,3,11,0,0,1,2,Infra & Cloud,Occasionnel,0,7,1,0,1,0,0
32,F,11159,Célibataire,Consulting,Directeur Technique,3,7,7,3,4,4,3,3,15,0,0,3,2,Infra & Cloud,Occasionnel,7,7,1,3,0,0,0
47,M,4960,Célibataire,Commercial,Cadre Commercial,2,7,7,4,1,4,3,3,12,0,0,14,4,Marketing,Occasionnel,1,7,1,13,0,0,0
40,M,10475,Marié(e),Commercial,Cadre Commercial,5,18,13,4,1,3,3,4,21,1,0,5,4,Infra & Cloud,Frequent,1,12,1,2,1,2,1
53,M,14814,Marié(e),Consulting,Directeur Technique,3,5,1,3,3,3,3,3,19,0,0,7,3,Infra & Cloud,Occasionnel,1,3,1,27,1,-1,0
41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,21,6,2,4,2,2,3,15,0,0,10,4,Ressources Humaines,Occasionnel,12,6,1,2,1,1,1
60,M,5405,Célibataire,Commercial,Cadre Commercial,8,2,2,1,1,4,3,3,14,0,0,16,4,Marketing,Occasionnel,2,2,1,8,0,0,0
27,M,8793,Divorcé(e),Consulting,Tech Lead,1,9,7,4,1,3,2,4,21,0,0,10,2,Infra & Cloud,Frequent,1,7,1,0,1,1,1
41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,7,4,3,2,3,3,12,0,0,1,3,Ressources Humaines,Occasionnel,2,10,1,0,1,1,1
50,M,3875,Marié(e),Commercial,Représentant Commercial,7,2,2,4,2,4,3,3,15,0,0,8,4,Marketing,Occasionnel,2,2,1,2,0,0,1
28,F,2216,Célibataire,Consulting,Assistant de Direction,7,7,7,1,2,4,3,3,13,1,1,1,2,Infra & Cloud,Occasionnel,3,7,1,3,0,2,0
36,F,11713,Marié(e),Consulting,Directeur Technique,9,8,7,1,1,1,3,3,14,0,0,8,3,Infra & Cloud,Aucun,0,5,1,2,1,-1,1
38,F,7861,Célibataire,Consulting,Tech Lead,4,1,0,3,3,4,4,3,14,1,0,1,3,Infra & Cloud,Occasionnel,0,0,1,9,1,0,0
44,M,3708,Célibataire,Consulting,Consultant,2,5,2,1,3,3,3,3,14,0,0,24,3,Transformation Digitale,Aucun,1,4,1,4,1,2,0
47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,22,2,4,3,4,2,3,12,1,0,3,3,Transformation Digitale,Frequent,11,13,1,6,1,0,1
30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,8,7,3,4,4,2,4,23,0,0,27,5,Marketing,Occasionnel,7,7,1,2,1,1,1
29,M,2642,Célibataire,Commercial,Représentant Commercial,1,1,0,3,3,3,3,3,11,0,0,10,3,Infra & Cloud,Occasionnel,0,0,1,0,1,0,0
42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,2,2,3,3,4,3,3,12,1,1,19,3,Transformation Digitale,Frequent,2,2,1,5,0,-1,0
43,M,6804,Marié(e),Commercial,Cadre Commercial,3,2,2,4,4,3,3,3,18,0,0,15,3,Infra & Cloud,Frequent,2,2,1,5,0,1,1
34,F,6142,Célibataire,Consulting,Manager,3,5,1,2,3,4,3,3,11,0,0,8,2,Transformation Digitale,Occasionnel,4,3,1,5,1,0,0
23,M,2500,Marié(e),Consulting,Consultant,1,4,3,2,1,4,4,3,14,0,0,9,1,Transformation Digitale,Occasionnel,0,2,1,1,1,0,1
39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,8,3,3,2,3,1,3,15,0,0,3,3,Ressources Humaines,Occasionnel,3,6,1,4,1,-1,1
56,M,11103,Marié(e),Consulting,Manager,7,10,7,3,4,3,2,3,11,0,0,9,3,Transformation Digitale,Occasionnel,1,1,1,20,1,0,0
40,F,2342,Célibataire,Consulting,Assistant de Direction,0,4,2,4,4,4,2,4,20,1,0,2,1,Transformation Digitale,Occasionnel,2,3,1,1,1,2,0
27,F,6811,Célibataire,Consulting,Manager,8,7,6,4,1,1,1,3,19,0,0,7,3,Transformation Digitale,Occasionnel,0,7,1,2,1,1,0
29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,2,4,2,4,3,3,14,0,0,10,3,Marketing,Occasionnel,2,2,1,0,0,0,1
53,M,2450,Célibataire,Consulting,Consultant,2,2,2,4,4,4,3,3,17,0,0,6,3,Infra & Cloud,Occasionnel,2,2,1,17,0,0,0
35,F,5093,Divorcé(e),Consulting,Manager,2,1,0,4,1,1,4,3,11,0,0,2,4,Infra & Cloud,Aucun,0,0,1,15,1,0,1
32,M,5309,Marié(e),Consulting,Consultant,1,10,8,1,4,4,3,3,15,0,0,24,4,Infra & Cloud,Frequent,4,7,1,0,1,0,1
38,M,3057,Marié(e),Consulting,Assistant de Direction,6,1,0,4,3,2,1,3,13,1,0,2,5,Transformation Digitale,Occasionnel,0,1,0,5,1,0,1
34,F,5121,Divorcé(e),Consulting,Tech Lead,3,0,0,2,1,3,3,3,14,0,0,8,5,Infra & Cloud,Occasionnel,0,0,1,7,0,0,1
52,M,16856,Marié(e),Commercial,Senior Manager,1,34,6,3,1,1,4,3,11,0,0,3,4,Marketing,Occasionnel,1,16,1,0,1,1,0
33,M,2686,Célibataire,Consulting,Assistant de Direction,1,10,9,4,4,3,2,3,13,1,1,1,4,Autre,Occasionnel,7,8,1,0,1,0,0
25,F,6180,Célibataire,Commercial,Cadre Commercial,1,6,5,3,4,2,2,4,23,0,0,26,1,Transformation Digitale,Occasionnel,1,4,1,0,1,1,0
45,M,6632,Célibataire,Commercial,Représentant Commercial,0,8,7,2,3,1,3,3,13,0,0,2,2,Entrepreunariat,Occasionnel,3,1,1,1,1,2,0
23,M,3505,Célibataire,Consulting,Assistant de Direction,1,2,2,1,3,4,3,3,18,0,0,10,1,Transformation Digitale,Occasionnel,0,2,1,0,0,-1,0
47,F,6397,Célibataire,Commercial,Cadre Commercial,4,5,4,2,3,4,3,3,12,1,1,27,2,Infra & Cloud,Frequent,1,3,1,3,1,-1,0
34,M,6274,Célibataire,Commercial,Cadre Commercial,1,6,5,4,4,3,3,4,22,0,0,2,3,Autre,Occasionnel,1,4,1,0,1,1,0
55,M,19859,Marié(e),Consulting,Senior Manager,5,5,2,4,1,4,3,3,13,1,1,2,3,Transformation Digitale,Occasionnel,1,4,1,19,1,0,1
36,M,7587,Célibataire,Commercial,Cadre Commercial,1,10,7,1,1,2,3,3,15,0,0,8,4,Infra & Cloud,Aucun,0,9,1,0,1,1,0
52,M,4258,Marié(e),Consulting,Assistant de Direction,0,4,3,4,4,1,3,3,18,0,0,19,4,Transformation Digitale,Aucun,1,2,1,1,1,0,1
26,F,4364,Divorcé(e),Consulting,Consultant,3,2,2,1,4,1,3,3,14,0,0,1,2,Infra & Cloud,Frequent,2,0,1,3,0,2,1
29,F,4335,Marié(e),Consulting,Manager,4,8,7,2,3,1,2,3,12,0,0,27,3,Transformation Digitale,Occasionnel,1,1,1,3,1,0,1
26,M,5326,Célibataire,Commercial,Cadre Commercial,6,4,3,4,1,3,2,3,17,0,1,8,3,Entrepreunariat,Occasionnel,1,2,1,2,1,1,0
34,F,3280,Célibataire,Consulting,Assistant de Direction,2,4,2,2,4,3,3,3,16,0,0,1,4,Infra & Cloud,Occasionnel,1,3,1,6,1,-1,0
54,F,5485,Divorcé(e),Consulting,Tech Lead,9,5,3,4,1,2,3,3,11,1,0,19,4,Transformation Digitale,Occasionnel,1,4,1,4,1,0,1
27,M,4342,Marié(e),Commercial,Cadre Commercial,0,4,2,3,4,2,3,3,19,0,0,8,1,Marketing,Frequent,1,1,1,1,1,0,1
37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,5,3,4,1,2,2,3,13,1,0,10,1,Infra & Cloud,Occasionnel,4,3,1,1,1,0,1
38,F,5980,Célibataire,Consulting,Tech Lead,6,15,7,1,1,4,3,3,12,1,0,2,4,Infra & Cloud,Frequent,4,12,1,2,1,-1,0
34,F,4381,Célibataire,Consulting,Assistant de Direction,1,6,5,3,1,3,3,3,11,0,0,2,4,Transformation Digitale,Occasionnel,1,3,1,0,1,1,0
35,F,2572,Marié(e),Commercial,Représentant Commercial,1,3,2,1,4,2,2,3,16,0,0,8,4,Infra & Cloud,Occasionnel,0,2,1,0,1,0,1
30,M,3833,Marié(e),Consulting,Consultant,3,2,2,4,3,3,3,4,21,0,0,1,3,Infra & Cloud,Occasionnel,0,2,1,5,0,3,1
40,F,4244,Marié(e),Consulting,Manager,1,8,7,3,2,4,3,4,24,0,0,2,2,Transformation Digitale,Frequent,3,7,1,0,1,0,1
34,F,6500,Marié(e),Commercial,Cadre Commercial,5,3,2,3,1,2,3,3,17,0,0,8,2,Infra & Cloud,Occasionnel,1,2,1,3,1,0,1
42,M,18430,Divorcé(e),Consulting,Senior Manager,1,24,7,2,4,2,2,3,13,0,0,8,3,Infra & Cloud,Frequent,14,9,1,0,1,0,1
23,M,1601,Marié(e),Consulting,Consultant,1,0,0,3,1,3,3,4,21,1,1,6,3,Infra & Cloud,Occasionnel,0,0,1,1,0,0,1
24,M,2694,Divorcé(e),Consulting,Consultant,1,1,0,3,2,3,3,3,11,0,0,9,3,Infra & Cloud,Aucun,0,0,1,0,1,1,1
52,F,3149,Marié(e),Consulting,Consultant,8,5,2,4,3,2,3,4,20,0,0,11,4,Infra & Cloud,Occasionnel,1,4,1,4,1,1,1
50,M,17639,Marié(e),Consulting,Directeur Technique,5,4,3,3,3,4,3,3,16,0,0,2,3,Transformation Digitale,Occasionnel,0,3,1,26,1,0,0
29,F,2319,Marié(e),Consulting,Consultant,1,1,0,2,1,4,3,3,11,1,1,1,2,Infra & Cloud,Occasionnel,0,0,1,0,1,1,1
33,M,11691,Marié(e),Consulting,Directeur Technique,0,13,9,3,3,4,4,3,11,0,0,7,3,Transformation Digitale,Occasionnel,3,7,1,1,1,0,0
33,F,5324,Célibataire,Commercial,Cadre Commercial,5,3,2,1,1,3,3,3,15,0,1,16,3,Marketing,Occasionnel,0,2,1,3,1,0,0
47,F,16752,Marié(e),Consulting,Senior Manager,1,26,14,3,4,3,2,3,11,1,0,2,2,Autre,Occasionnel,3,0,1,0,1,0,1
36,F,5228,Marié(e),Consulting,Tech Lead,0,9,7,3,2,1,3,3,15,0,0,1,3,Autre,Occasionnel,0,5,1,1,1,0,1
29,M,2700,Marié(e),Consulting,Assistant de Direction,1,10,7,3,3,3,3,4,24,0,0,23,2,Infra & Cloud,Occasionnel,0,7,1,0,1,0,1
58,M,19246,Célibataire,Consulting,Directeur Technique,7,31,15,4,2,4,3,3,12,1,1,2,4,Infra & Cloud,Occasionnel,13,8,1,9,1,0,0
35,F,2506,Célibataire,Consulting,Assistant de Direction,3,2,2,4,3,3,3,3,13,0,0,1,4,Infra & Cloud,Occasionnel,2,2,0,5,0,-1,0
42,F,6062,Marié(e),Consulting,Tech Lead,9,4,3,4,4,4,3,3,13,1,0,1,2,Infra & Cloud,Occasionnel,0,2,1,4,1,1,1
28,M,4382,Célibataire,Consulting,Assistant de Direction,6,2,2,3,3,4,2,3,17,0,1,2,4,Transformation Digitale,Occasionnel,2,1,1,3,0,0,0
36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,5,2,3,2,2,3,3,13,0,0,13,3,Ressources Humaines,Occasionnel,0,4,1,3,1,0,1
32,F,6162,Marié(e),Consulting,Tech Lead,1,14,13,3,3,3,3,3,12,0,0,4,3,Infra & Cloud,Occasionnel,6,8,1,0,1,1,1
40,M,5094,Célibataire,Consulting,Consultant,6,1,0,1,3,4,3,3,14,0,0,16,4,Transformation Digitale,Frequent,0,0,1,9,1,1,0
30,F,6877,Célibataire,Consulting,Tech Lead,5,0,0,3,4,2,2,4,24,1,0,2,3,Transformation Digitale,Occasionnel,0,0,1,12,0,2,0
45,F,2274,Célibataire,Consulting,Assistant de Direction,1,1,0,2,3,4,3,3,14,0,0,2,3,Infra & Cloud,Occasionnel,0,0,1,0,1,1,0
42,M,4434,Marié(e),Consulting,Tech Lead,1,9,8,2,2,4,2,3,13,0,0,29,3,Infra & Cloud,Occasionnel,7,8,1,1,1,0,1
38,M,6288,Divorcé(e),Consulting,Manager,2,4,3,1,1,3,2,3,15,0,0,12,3,Infra & Cloud,Frequent,1,2,1,9,1,1,1
34,F,2553,Célibataire,Consulting,Assistant de Direction,1,5,2,3,4,3,3,3,16,0,0,16,4,Infra & Cloud,Frequent,1,3,1,1,1,1,0
49,F,7654,Marié(e),Commercial,Cadre Commercial,1,9,8,3,4,1,4,3,18,0,1,11,3,Marketing,Occasionnel,7,7,1,0,1,0,1
55,M,5160,Célibataire,Commercial,Cadre Commercial,4,9,7,3,4,3,2,3,16,0,1,2,1,Transformation Digitale,Occasionnel,7,3,1,3,1,0,0
43,M,17159,Marié(e),Consulting,Directeur Technique,6,4,1,2,1,3,3,4,24,0,0,14,2,Infra & Cloud,Occasionnel,1,0,1,18,1,1,1
27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,9,8,3,4,2,3,3,16,1,0,5,1,Entrepreunariat,Occasionnel,0,8,1,0,1,1,1
35,M,10221,Célibataire,Consulting,Tech Lead,3,8,5,3,3,2,4,4,21,0,0,7,3,Autre,Occasionnel,1,6,1,9,1,1,0
28,F,4779,Marié(e),Commercial,Cadre Commercial,1,8,7,2,2,1,3,4,20,1,0,2,4,Marketing,Occasionnel,7,5,1,0,1,1,0
34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,3,2,3,4,3,1,3,19,0,0,3,2,Ressources Humaines,Occasionnel,0,2,1,1,1,0,1
26,F,2366,Marié(e),Consulting,Assistant de Direction,1,8,7,3,3,1,3,3,14,1,1,5,2,Transformation Digitale,Frequent,1,7,1,0,1,1,1
27,M,1706,Marié(e),Consulting,Assistant de Direction,1,0,0,4,4,3,2,3,11,0,0,3,3,Transformation Digitale,Aucun,0,0,1,0,0,0,1
51,F,16307,Marié(e),Commercial,Senior Manager,2,20,6,1,3,3,2,3,14,0,0,26,4,Marketing,Occasionnel,4,17,1,9,1,0,1
44,M,5933,Célibataire,Consulting,Manager,9,5,2,4,2,4,2,3,12,0,0,4,3,Transformation Digitale,Occasionnel,2,3,1,5,1,0,0
25,M,3424,Célibataire,Consulting,Assistant de Direction,7,4,3,1,1,3,2,3,13,0,0,2,1,Transformation Digitale,Occasionnel,0,1,1,2,1,-1,0
33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,8,1,1,1,3,4,22,0,0,1,3,Transformation Digitale,Occasionnel,0,8,1,0,1,0,1
35,F,2559,Célibataire,Consulting,Assistant de Direction,1,6,5,3,1,4,2,3,11,0,0,27,1,Transformation Digitale,Occasionnel,1,1,1,0,1,1,0
36,M,6201,Marié(e),Commercial,Cadre Commercial,1,18,14,2,4,4,2,3,14,1,0,1,2,Infra & Cloud,Occasionnel,4,11,1,0,1,0,1
32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,5,2,2,4,3,2,3,11,0,0,13,4,Infra & Cloud,Occasionnel,0,3,1,3,1,0,1
30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,5,4,2,4,2,2,3,12,0,0,5,4,Infra & Cloud,Frequent,0,3,1,5,1,1,1
53,F,10934,Marié(e),Commercial,Cadre Commercial,7,5,2,1,4,4,3,3,18,1,0,7,2,Marketing,Occasionnel,0,4,1,30,1,1,1
45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,5,4,4,1,3,3,3,12,1,0,9,3,Marketing,Occasionnel,0,2,1,13,1,0,1
32,F,5175,Marié(e),Consulting,Assistant de Direction,5,5,3,3,3,3,2,3,12,0,0,8,2,Transformation Digitale,Occasionnel,1,3,1,4,1,-1,1
52,F,13826,Marié(e),Consulting,Tech Lead,3,9,8,3,4,3,3,4,22,0,0,25,4,Transformation Digitale,Frequent,0,0,1,22,1,2,0
37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,1,0,4,3,4,3,3,19,0,0,16,4,Marketing,Occasionnel,0,0,1,8,1,1,1
28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,5,1,2,4,4,3,3,13,0,0,8,2,Transformation Digitale,Occasionnel,0,4,1,1,1,1,1
22,M,4775,Marié(e),Consulting,Tech Lead,6,2,2,4,4,1,1,4,22,0,0,1,2,Infra & Cloud,Occasionnel,2,2,1,2,0,2,1
44,M,2818,Marié(e),Consulting,Consultant,2,3,2,1,4,3,2,4,24,1,0,8,4,Infra & Cloud,Occasionnel,0,2,1,7,1,0,1
42,M,2515,Célibataire,Consulting,Assistant de Direction,5,2,1,2,4,4,3,3,14,1,0,2,1,Transformation Digitale,Frequent,2,2,1,6,1,0,0
36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,5,4,1,1,3,3,4,21,0,0,8,3,Infra & Cloud,Occasionnel,0,3,1,1,1,2,0
25,M,4194,Marié(e),Commercial,Cadre Commercial,1,5,3,3,1,4,3,3,18,1,0,3,1,Autre,Occasionnel,0,3,1,0,1,0,0
35,F,10685,Marié(e),Consulting,Tech Lead,1,17,14,4,3,2,3,4,20,1,0,9,3,Infra & Cloud,Occasionnel,5,15,1,0,1,2,1
35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,2,4,2,1,2,3,19,1,1,25,4,Infra & Cloud,Frequent,7,8,1,0,1,0,1
32,M,2314,Divorcé(e),Consulting,Consultant,0,3,0,4,4,2,3,3,12,0,0,1,3,Infra & Cloud,Aucun,0,2,1,1,1,0,1
25,M,4256,Marié(e),Commercial,Cadre Commercial,1,5,2,3,1,1,4,3,12,0,0,4,1,Marketing,Occasionnel,0,3,1,0,1,1,0
49,F,3580,Marié(e),Consulting,Assistant de Direction,2,4,2,3,1,2,3,3,16,0,0,1,3,Entrepreunariat,Occasionnel,0,2,1,3,1,0,1
24,M,3162,Marié(e),Consulting,Consultant,0,5,2,1,4,4,2,3,17,0,0,4,1,Infra & Cloud,Aucun,3,4,1,1,1,1,0
32,M,6524,Marié(e),Commercial,Cadre Commercial,1,10,8,2,2,4,3,3,14,0,0,5,2,Infra & Cloud,Frequent,5,3,1,0,1,0,1
38,M,2899,Marié(e),Commercial,Représentant Commercial,0,2,2,2,2,4,3,3,19,0,0,9,3,Marketing,Occasionnel,1,2,1,1,0,1,1
42,F,5231,Marié(e),Consulting,Consultant,2,5,3,3,4,2,2,3,13,1,0,3,3,Infra & Cloud,Occasionnel,1,3,1,12,1,-1,1
31,M,2356,Marié(e),Consulting,Assistant de Direction,3,6,4,4,4,2,3,3,19,1,0,11,4,Infra & Cloud,Occasionnel,0,2,1,2,1,0,1
29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,3,2,2,3,3,3,3,19,1,1,1,3,Transformation Digitale,Occasionnel,0,2,1,2,1,1,1
53,M,11836,Marié(e),Commercial,Cadre Commercial,5,2,0,1,4,3,3,3,14,0,0,8,3,Marketing,Occasionnel,2,2,1,26,1,0,1
35,M,10903,Marié(e),Consulting,Tech Lead,3,13,10,4,2,1,3,3,16,0,0,25,3,Entrepreunariat,Occasionnel,4,8,1,3,1,1,0
37,F,2973,Marié(e),Commercial,Représentant Commercial,5,5,4,3,4,2,3,3,15,0,0,21,2,Transformation Digitale,Frequent,0,0,1,5,1,0,1
53,F,14275,Célibataire,Consulting,Directeur Technique,6,12,9,4,4,3,3,3,18,0,0,23,4,Infra & Cloud,Occasionnel,3,8,0,21,1,0,0
43,F,5562,Marié(e),Consulting,Manager,4,5,2,4,4,2,2,3,13,0,0,1,3,Infra & Cloud,Frequent,2,2,1,7,1,0,1
47,F,4537,Marié(e),Commercial,Cadre Commercial,0,7,6,3,4,1,3,4,22,1,0,2,2,Marketing,Occasionnel,7,7,1,1,1,1,1
37,M,7642,Célibataire,Commercial,Cadre Commercial,1,10,0,1,2,4,3,3,13,1,0,19,2,Transformation Digitale,Aucun,0,9,1,0,1,0,0
50,M,17924,Divorcé(e),Consulting,Senior Manager,1,31,6,1,1,4,3,3,11,0,0,2,4,Infra & Cloud,Aucun,14,7,1,0,1,0,1
39,F,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,5,4,4,4,3,3,3,11,0,0,2,3,Infra & Cloud,Occasionnel,0,4,1,8,1,1,1
33,M,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,4,3,4,2,3,4,3,11,1,0,3,2,Ressources Humaines,Occasionnel,0,3,1,3,1,0,1
32,M,2795,Célibataire,Consulting,Consultant,1,1,0,1,4,3,1,4,24,1,1,25,4,Infra & Cloud,Occasionnel,0,1,1,0,1,1,0
29,F,2532,Divorcé(e),Consulting,Consultant,6,4,3,1,4,3,3,3,14,0,0,7,1,Transformation Digitale,Occasionnel,0,3,1,4,1,1,1
44,M,2559,Marié(e),Consulting,Assistant de Direction,1,8,7,2,1,4,3,3,13,1,0,9,2,Infra & Cloud,Occasionnel,7,1,0,0,1,0,0
28,M,4908,Célibataire,Commercial,Cadre Commercial,1,4,2,1,4,2,3,3,14,0,0,5,4,Transformation Digitale,Occasionnel,0,2,1,0,1,0,0
58,M,2380,Divorcé(e),Consulting,Consultant,9,1,0,4,4,4,2,3,14,1,1,2,1,Infra & Cloud,Frequent,0,0,1,2,1,1,1
43,F,4765,Divorcé(e),Consulting,Tech Lead,4,1,0,1,2,3,4,4,21,0,0,8,3,Infra & Cloud,Occasionnel,0,0,1,3,1,1,1
20,F,2044,Célibataire,Commercial,Représentant Commercial,1,2,2,3,3,4,2,3,13,0,1,2,3,Transformation Digitale,Occasionnel,0,2,1,0,0,1,0
21,F,2693,Célibataire,Consulting,Assistant de Direction,1,1,0,4,4,1,2,3,19,0,1,18,1,Autre,Occasionnel,0,0,1,0,1,0,0
36,M,6586,Marié(e),Consulting,Manager,0,16,8,3,4,1,2,3,17,1,0,14,1,Infra & Cloud,Occasionnel,4,11,1,1,1,0,1
47,F,3294,Célibataire,Commercial,Représentant Commercial,1,3,2,4,4,1,2,3,18,1,0,2,4,Infra & Cloud,Occasionnel,1,2,1,0,1,1,0
22,F,4171,Marié(e),Consulting,Tech Lead,0,3,2,2,3,1,4,3,19,1,1,3,1,Infra & Cloud,Occasionnel,0,2,1,1,1,0,1
41,F,2778,Divorcé(e),Consulting,Consultant,4,7,7,2,4,3,2,3,13,1,1,2,4,Infra & Cloud,Occasionnel,1,0,1,3,0,2,1
28,F,2377,Divorcé(e),Consulting,Assistant de Direction,5,2,2,3,3,2,3,3,18,0,0,9,3,Transformation Digitale,Occasionnel,2,2,1,4,0,0,1
39,M,2404,Marié(e),Consulting,Consultant,7,2,2,4,1,4,1,4,21,1,1,6,3,Transformation Digitale,Occasionnel,2,2,1,6,0,1,0
27,F,2318,Célibataire,Consulting,Assistant de Direction,1,1,1,2,3,3,3,3,19,0,0,4,3,Infra & Cloud,Occasionnel,0,0,1,0,0,0,0
34,M,2008,Divorcé(e),Consulting,Consultant,1,1,0,2,2,2,3,3,14,0,0,10,3,Infra & Cloud,Occasionnel,1,0,1,0,1,0,1
